delivery_id,date,city,route_id,driver_id,vehicle_id,planned_minutes,actual_minutes,on_time,distance_km,fuel_cost,other_cost
DLV0007189,1/14/2025,Lagos,RTE050,D016,V073,151,159,1,96.7,61.99,3.65
DLV0007190,4/8/2025,Ibadan,RTE096,D008,V033,190,226,0,44.7,35.7,5.79
DLV0007191,1/15/2025,Kano,RTE192,D067,V067,33,14,1,108.3,51.94,14.61
DLV0007192,2/23/2025,Ibadan,RTE020,D027,V037,218,229,0,21.7,12.6,14.72
DLV0007193,3/9/2025,Kano,RTE017,D098,V082,107,134,0,20.2,21.08,6.13
DLV0007194,6/15/2025,Kano,RTE135,D124,V019,62,54,1,59,68.22,14.63
DLV0007195,4/26/2025,Lagos,RTE129,D046,V088,161,130,1,113.7,47.14,11.85
DLV0007196,4/30/2025,PHC,RTE110,D029,V099,74,67,1,134.6,67.32,7.32
DLV0007197,5/26/2025,Lagos,RTE112,D001,V064,152,124,1,62.3,61.79,8.3
DLV0007198,3/28/2025,Kano,RTE022,D086,V063,100,133,0,17.2,18.95,11.53
DLV0007199,6/23/2025,PHC,RTE186,D093,V046,75,32,1,116.6,46.97,7.13
DLV0007200,6/24/2025,Abuja,RTE125,D054,V070,160,163,1,117.5,140.81,6.13
DLV0007201,2/17/2025,Abuja,RTE164,D047,V032,181,167,1,63.1,68.36,12.64
DLV0007202,1/13/2025,Lagos,RTE163,D111,V083,116,84,1,144.6,78.85,12.31
DLV0007203,5/9/2025,Ibadan,RTE043,D131,V032,112,89,1,89.3,104.49,2.4
DLV0007204,4/2/2025,Lagos,RTE149,D037,V022,41,62,0,82.5,91.76,13.23
DLV0007205,2/11/2025,Abuja,RTE083,D119,V018,213,182,1,20.7,21.01,9.74
DLV0007206,2/19/2025,PHC,RTE034,D044,V035,148,126,1,134,139.39,5.07
DLV0007207,6/19/2025,Lagos,RTE155,D125,V023,204,153,1,61.8,36.68,6.04
DLV0007208,5/27/2025,Lagos,RTE170,D040,V031,226,226,1,57.4,48.03,14.02
DLV0007209,5/5/2025,Abuja,RTE092,D075,V022,215,266,0,63.6,66.34,5.5
DLV0007210,3/14/2025,Lagos,RTE180,D007,V081,123,138,0,14.5,15.91,12.5
DLV0007211,3/15/2025,Kano,RTE112,D020,V003,65,44,1,81.1,41.93,9.56
DLV0007212,5/27/2025,Lagos,RTE166,D062,V018,90,111,0,115.6,138.64,2.22
DLV0007213,3/15/2025,Kano,RTE143,D039,V009,143,135,1,26.9,20.95,10.86
DLV0007214,6/17/2025,Kano,RTE132,D031,V029,170,171,1,139,91.97,9.93
DLV0007215,4/9/2025,PHC,RTE064,D031,V020,208,234,0,141.2,86.46,11.08
DLV0007216,2/25/2025,Lagos,RTE015,D005,V096,229,211,1,116.2,68.88,7.1
DLV0007217,3/28/2025,PHC,RTE017,D107,V050,152,174,0,116.6,78.77,8.26
DLV0007218,4/9/2025,Ibadan,RTE173,D014,V040,97,118,0,109.4,48.08,13.68
DLV0007219,3/18/2025,Ibadan,RTE077,D147,V091,161,121,1,118.2,132.65,3.09
DLV0007220,3/9/2025,PHC,RTE184,D150,V085,238,190,1,110.2,57.66,5.59
DLV0007221,2/3/2025,PHC,RTE056,D005,V011,66,92,0,65.3,54.71,13.82
DLV0007222,3/11/2025,Abuja,RTE162,D096,V036,104,121,0,16.1,9.26,5.39
DLV0007223,2/11/2025,Ibadan,RTE164,D150,V056,228,200,1,6,4.41,11.25
DLV0007224,3/30/2025,Kano,RTE074,D076,V058,70,51,1,125.1,110.26,4.56
DLV0007225,6/19/2025,Ibadan,RTE086,D150,V012,174,177,1,146.6,74.08,9.43
DLV0007226,3/29/2025,PHC,RTE034,D002,V051,219,211,1,100.3,92.44,2.32
DLV0007227,6/9/2025,Kano,RTE040,D054,V006,67,67,1,107.1,116.12,3.03
DLV0007228,3/9/2025,Kano,RTE187,D131,V088,121,137,0,13,8.22,0.51
DLV0007229,4/17/2025,Lagos,RTE126,D060,V094,78,120,0,58.8,45.99,11.47
DLV0007230,5/12/2025,Lagos,RTE096,D130,V049,167,147,1,4.9,5.15,0.28
DLV0007231,1/23/2025,Ibadan,RTE031,D087,V030,226,215,1,9.6,6.55,5.01
DLV0007232,2/27/2025,PHC,RTE028,D117,V068,133,154,0,128.4,151.88,12.14
DLV0007233,5/24/2025,Kano,RTE070,D041,V031,32,69,0,89.5,95.05,5.29
DLV0007234,1/11/2025,PHC,RTE200,D074,V027,178,170,1,94.6,95.65,6.92
DLV0007235,1/26/2025,Ibadan,RTE029,D145,V089,128,123,1,113.7,53.36,6.66
DLV0007236,6/24/2025,PHC,RTE108,D104,V065,97,112,0,138.5,124.52,3.12
DLV0007237,4/9/2025,Lagos,RTE152,D118,V065,69,38,1,119.2,84.2,2.59
DLV0007238,5/18/2025,Kano,RTE055,D021,V090,229,263,0,90.4,65.52,3.75
DLV0007239,2/13/2025,PHC,RTE092,D019,V014,193,153,1,2.1,1.81,7.46
DLV0007240,5/4/2025,PHC,RTE167,D087,V024,169,145,1,143.2,169.35,9.65
DLV0007241,6/1/2025,Abuja,RTE128,D111,V037,113,116,1,23.8,22.59,8.63
DLV0007242,6/26/2025,Lagos,RTE030,D067,V095,211,240,0,60.3,24.36,6.2
DLV0007243,2/11/2025,Kano,RTE102,D097,V003,187,164,1,11.7,13.83,12.32
DLV0007244,6/29/2025,Ibadan,RTE067,D126,V055,132,111,1,145.5,71.95,7.47
DLV0007245,5/3/2025,Kano,RTE176,D021,V003,131,101,1,24.4,21.33,2.16
DLV0007246,5/13/2025,Lagos,RTE035,D076,V071,162,155,1,103.3,55.17,5.95
DLV0007247,3/19/2025,Abuja,RTE157,D023,V070,111,78,1,83.1,63.38,12.71
DLV0007248,6/19/2025,Kano,RTE164,D041,V099,207,222,0,109.2,58.2,11.32
DLV0007249,3/4/2025,Kano,RTE040,D121,V003,175,146,1,36.9,26.27,3.7
DLV0007250,3/12/2025,Abuja,RTE098,D081,V023,101,99,1,40.6,47.91,8.63
DLV0007251,3/24/2025,Kano,RTE068,D022,V077,169,185,0,63.8,56.29,2.67
DLV0007252,6/13/2025,Ibadan,RTE110,D145,V024,194,212,0,149.7,71.69,12.6
DLV0007253,1/18/2025,Kano,RTE041,D066,V003,144,151,1,71.6,54.81,11.22
DLV0007254,4/18/2025,Ibadan,RTE062,D146,V098,79,44,1,135.2,124.04,5.45
DLV0007255,4/7/2025,Ibadan,RTE166,D059,V064,176,183,1,22.6,11.69,10.2
DLV0007256,5/16/2025,Kano,RTE090,D083,V066,186,209,0,34.2,40.8,1.75
DLV0007257,5/7/2025,PHC,RTE066,D008,V024,235,243,1,62.4,67.34,7.16
DLV0007258,6/5/2025,Kano,RTE090,D007,V034,136,111,1,100.5,101.43,13.68
DLV0007259,2/2/2025,PHC,RTE074,D094,V071,126,180,0,101.9,55.97,1.84
DLV0007260,2/2/2025,Ibadan,RTE123,D092,V054,140,189,0,80.3,52.28,1.56
DLV0007261,1/31/2025,Kano,RTE038,D127,V093,166,174,1,97.2,78.11,3.99
DLV0007262,4/22/2025,Abuja,RTE106,D051,V061,54,13,1,6.2,2.49,5.42
DLV0007263,2/20/2025,Lagos,RTE024,D079,V080,63,54,1,128.6,127.3,5.5
DLV0007264,3/21/2025,Kano,RTE028,D001,V062,221,213,1,57.8,39.9,6.93
DLV0007265,5/1/2025,Lagos,RTE138,D073,V093,141,149,1,38.1,44.25,9.62
DLV0007266,4/16/2025,PHC,RTE184,D086,V026,203,202,1,149.3,91.96,12.65
DLV0007267,4/4/2025,PHC,RTE088,D047,V036,114,140,0,122.9,86.86,4.42
DLV0007268,3/30/2025,Ibadan,RTE184,D135,V042,20,5,1,36.2,35.23,2.63
DLV0007269,6/11/2025,Kano,RTE197,D004,V097,204,206,1,75.4,37.73,10.22
DLV0007270,4/1/2025,Abuja,RTE102,D118,V057,130,107,1,101.8,66.96,12.56
DLV0007271,3/22/2025,PHC,RTE142,D094,V071,39,35,1,104.4,93.76,0.82
DLV0007272,6/11/2025,Lagos,RTE002,D105,V089,68,84,0,88.5,84.81,0.98
DLV0007273,4/29/2025,Ibadan,RTE171,D093,V028,38,5,1,70.9,33.09,0.68
DLV0007274,4/12/2025,Ibadan,RTE181,D147,V091,217,211,1,19.7,18.91,3.13
DLV0007275,4/15/2025,Lagos,RTE117,D078,V078,86,105,0,92.2,53.45,11.7
DLV0007276,2/4/2025,Kano,RTE155,D041,V040,234,214,1,38.4,45.09,6.79
DLV0007277,1/13/2025,Lagos,RTE007,D134,V018,170,190,0,147,62.48,0.5
DLV0007278,3/16/2025,Ibadan,RTE105,D142,V067,105,76,1,19.2,19.16,11.96
DLV0007279,6/5/2025,Kano,RTE035,D013,V061,36,28,1,66.2,73.78,2.2
DLV0007280,2/8/2025,Lagos,RTE125,D015,V076,149,157,1,70.9,64.5,12.24
DLV0007281,1/10/2025,PHC,RTE088,D054,V064,127,156,0,120.5,80.3,2.56
DLV0007282,3/19/2025,Kano,RTE145,D144,V038,191,161,1,75.5,54.43,0.84
DLV0007283,4/10/2025,PHC,RTE103,D133,V052,66,86,0,9.7,4.78,3.64
DLV0007284,5/2/2025,Lagos,RTE117,D006,V078,112,120,1,27,21.78,13.67
DLV0007285,5/30/2025,Lagos,RTE027,D021,V058,84,88,1,35.4,25.29,2.93
DLV0007286,6/30/2025,Abuja,RTE008,D015,V015,141,119,1,8.8,10.18,13.35
DLV0007287,4/13/2025,Ibadan,RTE155,D065,V076,156,121,1,136,119.91,1.11
DLV0007288,3/31/2025,Abuja,RTE069,D018,V039,134,187,0,105.5,51.66,13.95
DLV0007289,2/1/2025,Ibadan,RTE180,D025,V100,229,178,1,118.2,115.6,12.22
DLV0007290,2/17/2025,Abuja,RTE124,D115,V003,232,190,1,111,66.85,3.22
DLV0007291,1/2/2025,Ibadan,RTE041,D117,V047,114,115,1,59.6,62,5.65
DLV0007292,3/24/2025,PHC,RTE034,D006,V091,20,52,0,45.3,37.8,7.47
DLV0007293,4/8/2025,Abuja,RTE115,D140,V084,215,250,0,56.5,46.78,1.58
DLV0007294,3/31/2025,Lagos,RTE161,D107,V027,214,226,0,124.3,63.37,6.16
DLV0007295,6/13/2025,Lagos,RTE012,D055,V095,136,159,0,56.2,48.02,7.68
DLV0007296,1/4/2025,PHC,RTE129,D009,V002,238,280,0,122.6,120.82,9.09
DLV0007297,2/18/2025,Kano,RTE066,D092,V001,160,149,1,91.9,41.52,7.73
DLV0007298,1/15/2025,Kano,RTE019,D082,V032,68,59,1,33.6,39.74,8.39
DLV0007299,5/16/2025,Kano,RTE130,D052,V096,51,61,1,86.8,42.53,7.95
DLV0007300,4/20/2025,Lagos,RTE173,D116,V023,159,158,1,148.1,82.65,1.98
DLV0007301,1/4/2025,Kano,RTE137,D072,V056,226,225,1,76.3,81.63,3.23
DLV0007302,6/18/2025,Lagos,RTE022,D145,V018,172,183,0,105.4,63.56,7.87
DLV0007303,4/16/2025,Ibadan,RTE050,D118,V063,190,199,1,92.6,99.29,4.75
DLV0007304,4/18/2025,Kano,RTE101,D088,V004,62,65,1,10.2,4.54,4.06
DLV0007305,4/19/2025,PHC,RTE036,D048,V026,43,59,0,55.1,58.03,12.62
DLV0007306,5/26/2025,PHC,RTE091,D122,V024,159,174,0,42.1,40.62,6.07
DLV0007307,3/27/2025,Abuja,RTE164,D034,V003,139,105,1,124.3,118.57,1.15
DLV0007308,1/4/2025,Lagos,RTE196,D010,V074,77,90,0,14.2,8.78,7.72
DLV0007309,2/10/2025,Kano,RTE134,D049,V045,33,30,1,105.9,49.93,8.48
DLV0007310,2/28/2025,Kano,RTE198,D011,V055,21,25,1,8.6,8.78,0
DLV0007311,3/3/2025,Ibadan,RTE187,D046,V092,183,185,1,42.4,37.68,7.71
DLV0007312,4/20/2025,Abuja,RTE071,D114,V005,74,56,1,69.7,32.67,2.02
DLV0007313,4/15/2025,PHC,RTE178,D011,V082,78,92,0,105.4,52.05,0.37
DLV0007314,4/26/2025,Abuja,RTE026,D052,V094,78,136,0,34.5,37.03,3.18
DLV0007315,3/21/2025,Abuja,RTE084,D114,V096,170,205,0,149.2,143.6,9.53
DLV0007316,6/17/2025,Ibadan,RTE125,D133,V022,100,55,1,64.2,29.38,13.64
DLV0007317,1/4/2025,Abuja,RTE184,D085,V026,110,91,1,141.6,119,13
DLV0007318,6/21/2025,Abuja,RTE112,D129,V094,145,141,1,122.6,62.93,11.49
DLV0007319,5/18/2025,Kano,RTE148,D010,V089,130,179,0,111,53.23,12.39
DLV0007320,6/1/2025,Lagos,RTE096,D139,V023,71,43,1,28.1,14.76,8.66
DLV0007321,6/24/2025,Lagos,RTE136,D145,V046,114,82,1,114.8,45.97,1.41
DLV0007322,3/5/2025,Lagos,RTE070,D037,V038,76,38,1,23.1,18.36,10.63
DLV0007323,5/29/2025,Abuja,RTE032,D062,V028,202,149,1,67.6,69.67,0.55
DLV0007324,6/15/2025,Lagos,RTE088,D079,V031,201,152,1,128.7,141.63,4.47
DLV0007325,2/18/2025,Ibadan,RTE069,D109,V009,191,177,1,114.4,118.21,1.62
DLV0007326,6/3/2025,PHC,RTE169,D089,V089,77,104,0,92.9,101.96,1.1
DLV0007327,1/13/2025,Abuja,RTE195,D147,V009,49,90,0,67.6,69.45,14.75
DLV0007328,5/6/2025,Abuja,RTE162,D123,V073,134,99,1,35.5,26.62,13.18
DLV0007329,1/12/2025,Ibadan,RTE039,D084,V087,187,143,1,94.7,52.08,3.1
DLV0007330,1/1/2025,Kano,RTE181,D149,V068,187,169,1,11.4,10.9,0.31
DLV0007331,1/8/2025,PHC,RTE187,D047,V035,161,151,1,145.7,70.66,11.1
DLV0007332,4/20/2025,Ibadan,RTE105,D045,V007,40,56,0,94.5,97.3,12.35
DLV0007333,1/5/2025,Kano,RTE113,D136,V083,215,221,1,124.1,71.09,12.98
DLV0007334,1/20/2025,Lagos,RTE200,D035,V041,45,38,1,60,25.12,11.44
DLV0007335,4/4/2025,PHC,RTE058,D018,V066,98,133,0,72.5,47.91,6.94
DLV0007336,3/11/2025,Lagos,RTE083,D020,V060,183,220,0,141.7,148.62,10.7
DLV0007337,5/3/2025,Abuja,RTE102,D021,V076,237,190,1,91.3,69.64,1.73
DLV0007338,5/11/2025,Ibadan,RTE158,D049,V074,203,170,1,60.1,45.53,13.35
DLV0007339,5/9/2025,Ibadan,RTE013,D033,V022,61,32,1,78.4,33.61,2.95
DLV0007340,2/24/2025,Abuja,RTE142,D025,V029,65,88,0,76.3,74.27,11.71
DLV0007341,5/2/2025,Kano,RTE021,D111,V083,216,226,1,119.1,90.48,0.86
DLV0007342,3/13/2025,Kano,RTE117,D139,V034,107,144,0,14.3,11.68,6.5
DLV0007343,4/23/2025,PHC,RTE004,D005,V033,25,16,1,16.9,9.55,3.52
DLV0007344,4/4/2025,Abuja,RTE001,D020,V082,228,188,1,36.8,38.54,13.33
DLV0007345,3/30/2025,Lagos,RTE033,D129,V079,103,133,0,23.1,13.12,5.12
DLV0007346,1/14/2025,Ibadan,RTE047,D141,V077,86,92,1,142.2,164.14,8.46
DLV0007347,6/24/2025,Lagos,RTE141,D002,V077,149,129,1,130.3,89.24,3.23
DLV0007348,3/5/2025,Abuja,RTE014,D082,V045,181,175,1,84.9,59.2,8.47
DLV0007349,3/13/2025,Abuja,RTE152,D048,V033,72,88,0,17.9,7.2,4.5
DLV0007350,6/10/2025,Lagos,RTE097,D101,V012,186,176,1,83.4,40.16,10.12
DLV0007351,6/30/2025,Kano,RTE017,D132,V073,171,182,0,133.8,139.83,7.75
DLV0007352,4/23/2025,Lagos,RTE083,D143,V036,107,131,0,109,83.95,3.67
DLV0007353,4/22/2025,PHC,RTE125,D138,V070,63,89,0,24.2,16.99,8.35
DLV0007354,2/19/2025,Ibadan,RTE131,D076,V008,51,58,1,5.4,5.67,14
DLV0007355,2/25/2025,Lagos,RTE146,D022,V015,82,98,0,72.9,46.34,6.4
DLV0007356,3/17/2025,Kano,RTE095,D126,V006,218,157,1,127.8,97.35,4.71
DLV0007357,1/9/2025,Lagos,RTE022,D108,V081,84,86,1,47.8,54.67,13.08
DLV0007358,5/1/2025,PHC,RTE103,D114,V072,189,214,0,49.8,25.38,1.76
DLV0007359,5/22/2025,Ibadan,RTE016,D034,V085,79,83,1,49.2,45.23,3.46
DLV0007360,1/12/2025,PHC,RTE133,D095,V049,51,69,0,72.1,54.24,3.51
DLV0007361,5/13/2025,Ibadan,RTE122,D061,V028,163,103,1,133.7,156.09,3.53
DLV0007362,4/4/2025,Abuja,RTE131,D017,V051,56,69,0,31,35.74,12.15
DLV0007363,3/27/2025,Kano,RTE024,D112,V075,98,117,0,68.7,77.94,14.81
DLV0007364,1/29/2025,Lagos,RTE005,D105,V033,180,171,1,48.2,24.95,1.62
DLV0007365,3/30/2025,Abuja,RTE084,D029,V036,23,5,1,29.5,15.35,14.6
DLV0007366,4/4/2025,PHC,RTE159,D106,V045,120,125,1,57.9,28.84,13.42
DLV0007367,6/22/2025,Ibadan,RTE141,D048,V086,51,117,0,38.9,18.51,14.75
DLV0007368,2/23/2025,Abuja,RTE033,D102,V056,132,122,1,17.6,10.27,5.14
DLV0007369,6/14/2025,PHC,RTE142,D012,V038,135,88,1,87.4,37.01,5.98
DLV0007370,4/28/2025,Lagos,RTE116,D143,V068,52,36,1,83.9,40.77,13.06
DLV0007371,6/7/2025,Kano,RTE113,D003,V041,135,146,0,87,94.26,9.45
DLV0007372,4/29/2025,Lagos,RTE127,D095,V097,229,200,1,37,22,14.47
DLV0007373,2/19/2025,PHC,RTE008,D108,V001,166,206,0,33,17.16,12.07
DLV0007374,1/14/2025,Lagos,RTE179,D147,V086,121,133,0,72.7,84.47,13.03
DLV0007375,5/8/2025,PHC,RTE002,D034,V028,151,152,1,10.5,9.4,2.36
DLV0007376,3/31/2025,Kano,RTE174,D040,V061,104,103,1,123.4,85.1,4.47
DLV0007377,4/29/2025,Kano,RTE051,D068,V055,168,156,1,129.4,130.32,0.12
DLV0007378,1/21/2025,Ibadan,RTE138,D076,V087,150,132,1,3,1.48,0.01
DLV0007379,4/25/2025,PHC,RTE080,D008,V064,226,235,1,13.5,15.11,0.96
DLV0007380,6/13/2025,Lagos,RTE152,D144,V008,78,39,1,136.7,136.07,1.37
DLV0007381,2/6/2025,Abuja,RTE155,D055,V031,176,159,1,91.8,100.03,9.38
DLV0007382,1/4/2025,PHC,RTE018,D079,V022,166,189,0,133.2,107.75,14.84
DLV0007383,2/27/2025,Abuja,RTE129,D078,V016,192,192,1,4.2,1.9,8.12
DLV0007384,6/2/2025,Kano,RTE088,D103,V025,43,13,1,66.4,62.21,13.48
DLV0007385,4/22/2025,Ibadan,RTE029,D038,V072,128,140,0,132.6,101.91,14.7
DLV0007386,2/4/2025,Ibadan,RTE199,D022,V063,163,151,1,57.6,24.48,9.99
DLV0007387,6/28/2025,Abuja,RTE188,D058,V046,21,27,1,115.6,93.11,11.96
DLV0007388,5/3/2025,Ibadan,RTE049,D084,V080,139,121,1,27.1,20.63,8.84
DLV0007389,3/12/2025,Ibadan,RTE011,D054,V075,238,207,1,99.8,95.06,14.54
DLV0007390,1/4/2025,PHC,RTE173,D061,V030,132,151,0,50.3,43.58,4.07
DLV0007391,5/31/2025,Abuja,RTE025,D132,V007,73,81,1,46.1,54.58,8.11
DLV0007392,1/15/2025,PHC,RTE009,D015,V047,62,78,0,136.5,109.06,0.92
DLV0007393,1/19/2025,Kano,RTE044,D054,V022,217,212,1,37.3,21.95,5.22
DLV0007394,6/25/2025,Lagos,RTE037,D081,V089,211,217,1,107.4,63.62,14.05
DLV0007395,4/29/2025,Kano,RTE050,D069,V044,121,125,1,131.9,92.84,0.35
DLV0007396,6/15/2025,PHC,RTE187,D080,V048,220,240,0,140.9,95.78,2.49
DLV0007397,3/29/2025,PHC,RTE147,D011,V025,20,63,0,6.4,6.97,2.13
DLV0007398,6/25/2025,Kano,RTE037,D118,V002,107,90,1,127.6,53.75,2.57
DLV0007399,6/11/2025,Kano,RTE029,D026,V035,47,56,1,147.5,110.03,1.57
DLV0007400,1/5/2025,Abuja,RTE131,D010,V049,119,154,0,72.6,71.69,10.9
DLV0007401,5/18/2025,Lagos,RTE138,D149,V074,30,42,0,7.5,4.46,11.88
DLV0007402,3/7/2025,Ibadan,RTE136,D035,V015,126,136,1,74.8,70.57,12
DLV0007403,5/12/2025,Abuja,RTE027,D101,V083,73,63,1,147.1,126.33,3.27
DLV0007404,4/14/2025,Lagos,RTE058,D014,V017,182,175,1,96.6,60.76,6.28
DLV0007405,6/7/2025,Lagos,RTE141,D074,V053,49,43,1,141.8,81.28,12.6
DLV0007406,6/11/2025,Abuja,RTE091,D150,V002,212,201,1,107.3,125.75,14.03
DLV0007407,6/13/2025,PHC,RTE151,D020,V076,171,127,1,29.4,24.34,14.32
DLV0007408,4/11/2025,Kano,RTE036,D039,V019,75,107,0,81.1,63.25,11.38
DLV0007409,3/11/2025,Kano,RTE113,D011,V015,42,5,1,113.3,101.6,11.25
DLV0007410,3/7/2025,PHC,RTE159,D081,V024,30,29,1,100.2,104.17,14.66
DLV0007411,5/30/2025,Abuja,RTE137,D018,V002,135,151,0,70.1,68.77,5.17
DLV0007412,5/24/2025,PHC,RTE053,D035,V097,78,62,1,145.6,69,12.62
DLV0007413,4/27/2025,Lagos,RTE124,D037,V043,23,40,0,68.2,50.52,6.36
DLV0007414,2/27/2025,Lagos,RTE037,D042,V020,159,177,0,8,4.98,11.21
DLV0007415,4/5/2025,PHC,RTE136,D096,V024,212,217,1,30.4,24.05,10.33
DLV0007416,1/12/2025,Kano,RTE167,D081,V008,63,77,0,5.9,2.84,5.14
DLV0007417,5/6/2025,Kano,RTE017,D117,V053,152,179,0,9.2,3.96,8.53
DLV0007418,6/24/2025,Ibadan,RTE186,D027,V048,200,201,1,115,46.67,9.77
DLV0007419,2/28/2025,PHC,RTE103,D019,V037,62,27,1,123.8,121.35,5.05
DLV0007420,4/13/2025,Abuja,RTE168,D054,V087,227,222,1,29.5,13.63,0.18
DLV0007421,3/24/2025,Kano,RTE006,D117,V037,190,204,0,64.8,74.52,5.86
DLV0007422,5/16/2025,Ibadan,RTE037,D145,V021,205,192,1,135.1,104.16,9.73
DLV0007423,1/31/2025,Lagos,RTE188,D130,V080,209,173,1,125.2,121.55,0.71
DLV0007424,2/7/2025,Lagos,RTE115,D040,V079,20,51,0,126.5,91.6,5.04
DLV0007425,5/7/2025,Kano,RTE032,D144,V040,104,82,1,35.6,19.75,7.52
DLV0007426,2/18/2025,Abuja,RTE179,D106,V039,70,98,0,51.5,29.05,2.03
DLV0007427,1/12/2025,PHC,RTE043,D128,V023,169,141,1,106,63.28,1.63
DLV0007428,3/24/2025,Ibadan,RTE122,D084,V007,165,167,1,116.2,97.91,8.95
DLV0007429,3/24/2025,Lagos,RTE061,D026,V012,116,116,1,30.9,35.95,7.44
DLV0007430,6/5/2025,Kano,RTE186,D048,V054,155,183,0,140.4,88.73,12.34
DLV0007431,1/25/2025,Ibadan,RTE152,D142,V020,213,250,0,49.3,41.36,2.85
DLV0007432,4/23/2025,Abuja,RTE135,D146,V057,21,5,1,73.2,34.57,6.17
DLV0007433,3/14/2025,Ibadan,RTE166,D061,V095,160,191,0,91.4,68.13,3.78
DLV0007434,6/29/2025,Abuja,RTE097,D019,V090,111,105,1,81.8,92.32,3.07
DLV0007435,6/1/2025,Ibadan,RTE163,D109,V095,76,88,0,125.6,68.02,8.5
DLV0007436,1/28/2025,Kano,RTE132,D061,V079,55,20,1,60.3,50.36,10.65
DLV0007437,6/2/2025,Kano,RTE135,D127,V009,82,109,0,86.9,51.19,7.06
DLV0007438,2/7/2025,Lagos,RTE171,D113,V086,226,216,1,132.7,85.48,5.95
DLV0007439,4/27/2025,Lagos,RTE079,D103,V019,108,153,0,128.3,106.42,7.79
DLV0007440,3/21/2025,Abuja,RTE133,D133,V091,74,57,1,79.1,81.97,6.77
DLV0007441,4/19/2025,PHC,RTE119,D114,V041,70,60,1,94.7,56.48,6.16
DLV0007442,6/10/2025,PHC,RTE005,D082,V079,74,29,1,33.9,23.41,13.75
DLV0007443,6/21/2025,Ibadan,RTE085,D080,V092,122,134,0,10.7,7.12,6
DLV0007444,2/17/2025,PHC,RTE173,D122,V059,221,212,1,92.2,42.21,1.74
DLV0007445,6/15/2025,Kano,RTE148,D149,V079,168,153,1,47.2,43.63,9.12
DLV0007446,2/18/2025,Lagos,RTE139,D077,V098,20,5,1,117.8,118.52,6.47
DLV0007447,1/29/2025,PHC,RTE049,D083,V028,179,175,1,53.2,58.73,10.44
DLV0007448,5/25/2025,Kano,RTE103,D108,V065,62,101,0,109.1,89.53,8.58
DLV0007449,4/19/2025,Abuja,RTE200,D118,V020,114,115,1,42.3,49.42,12.29
DLV0007450,5/5/2025,Abuja,RTE018,D039,V016,192,178,1,148.8,167.41,1.28
DLV0007451,5/23/2025,Kano,RTE176,D131,V083,224,221,1,13.4,6.81,3.11
DLV0007452,3/4/2025,Kano,RTE109,D032,V034,130,132,1,63.1,58.45,2.2
DLV0007453,5/15/2025,Abuja,RTE009,D125,V046,32,19,1,117.9,71.38,4.13
DLV0007454,5/11/2025,PHC,RTE144,D105,V001,119,152,0,21.8,23.06,11.11
DLV0007455,1/22/2025,Kano,RTE155,D052,V048,47,58,0,121.9,49.15,6.23
DLV0007456,6/9/2025,Ibadan,RTE114,D145,V086,111,62,1,119.1,103.16,11.03
DLV0007457,6/7/2025,Lagos,RTE035,D096,V052,185,175,1,113.8,51.73,1.92
DLV0007458,4/14/2025,Kano,RTE038,D033,V091,59,46,1,60.1,29.76,12.34
DLV0007459,3/27/2025,Abuja,RTE015,D009,V078,236,215,1,128.6,89.2,2.3
DLV0007460,3/26/2025,Kano,RTE151,D113,V041,54,30,1,46.9,49.5,9.1
DLV0007461,5/17/2025,Ibadan,RTE195,D003,V061,97,75,1,111,131.78,1.13
DLV0007462,2/15/2025,Abuja,RTE172,D022,V046,206,182,1,43.2,29.87,8.31
DLV0007463,1/17/2025,Kano,RTE180,D069,V086,77,93,0,69.7,74.53,1.78
DLV0007464,3/20/2025,Lagos,RTE179,D082,V052,106,127,0,8.3,9.17,1.51
DLV0007465,3/26/2025,Lagos,RTE169,D013,V049,66,82,0,138.1,137.4,13.2
DLV0007466,4/13/2025,Kano,RTE077,D090,V096,206,152,1,129.1,107.99,13.54
DLV0007467,3/13/2025,PHC,RTE147,D088,V097,118,105,1,114.9,58.39,10.87
DLV0007468,1/29/2025,Kano,RTE060,D079,V018,207,245,0,6.1,5.53,8.5
DLV0007469,1/19/2025,Lagos,RTE033,D007,V080,53,80,0,120.5,98.09,13.75
DLV0007470,2/5/2025,Kano,RTE071,D046,V091,149,136,1,88.8,45.01,11.32
DLV0007471,4/15/2025,PHC,RTE037,D106,V073,46,70,0,82.9,98.29,12.24
DLV0007472,4/24/2025,Kano,RTE123,D062,V053,146,215,0,10.2,8.32,3.19
DLV0007473,5/30/2025,Abuja,RTE196,D004,V068,30,35,1,41.3,36.01,13.28
DLV0007474,3/4/2025,PHC,RTE169,D070,V056,94,74,1,24.2,25.68,12.39
DLV0007475,4/30/2025,Kano,RTE017,D116,V071,224,229,1,32.4,33.93,1.02
DLV0007476,1/17/2025,Lagos,RTE063,D125,V069,238,260,0,125.2,57.37,0.14
DLV0007477,2/16/2025,Kano,RTE113,D107,V006,214,254,0,128.3,71.49,9.59
DLV0007478,5/30/2025,Kano,RTE140,D072,V044,94,89,1,17.7,14.84,10.24
DLV0007479,2/22/2025,Kano,RTE189,D107,V008,184,206,0,27.4,15.95,10.14
DLV0007480,5/30/2025,Lagos,RTE153,D097,V052,199,177,1,39.2,45.78,1.9
DLV0007481,3/3/2025,PHC,RTE049,D048,V056,143,160,0,89.1,63.51,1.6
